1.0|apnic|20110228|1284|20100922|+1000
apnic|*|ipv4|*|1284|summary
apnic||ipv4|128.134.0.0|65536|20040401||
apnic||ipv4|128.184.0.0|65536|20040401||
apnic||ipv4|128.250.0.0|65536|20040401||
apnic||ipv4|129.060.0.0|65536|20030101||
apnic||ipv4|129.078.0.0|65536|20030101||
apnic||ipv4|129.094.0.0|65536|20030101||
apnic||ipv4|129.096.0.0|65536|20030101||
apnic||ipv4|129.127.0.0|65536|20030101||
apnic||ipv4|129.136.0.0|65536|20030101||
apnic||ipv4|129.180.0.0|65536|20030101||
apnic||ipv4|129.249.0.0|65536|20030101||
apnic||ipv4|129.254.0.0|65536|20030101||
apnic||ipv4|130.034.0.0|65536|20031101||
apnic||ipv4|130.054.0.0|65536|20031101||
apnic||ipv4|130.056.0.0|65536|20031101||
apnic||ipv4|130.069.0.0|65536|20031101||
apnic||ipv4|130.087.0.0|65536|20031101||
apnic||ipv4|130.095.0.0|65536|20031101||
apnic||ipv4|130.102.0.0|65536|20031101||
apnic||ipv4|130.116.0.0|65536|20031101||
apnic||ipv4|130.123.0.0|65536|20031101||
apnic||ipv4|130.130.0.0|65536|20031101||
apnic||ipv4|130.153.0.0|65536|20031101||
apnic||ipv4|130.155.0.0|65536|20031101||
apnic||ipv4|130.158.0.0|65536|20031101||
apnic||ipv4|130.194.0.0|131072|20031101||
apnic||ipv4|130.216.0.0|131072|20031101||
apnic||ipv4|130.220.0.0|65536|20031101||
apnic||ipv4|131.112.0.0|131072|20040201||
apnic||ipv4|131.170.0.0|65536|20040201||
apnic||ipv4|131.172.0.0|65536|20040201||
apnic||ipv4|131.181.0.0|65536|20040201||
apnic||ipv4|131.185.0.0|65536|20040201||
apnic||ipv4|131.203.0.0|65536|20040201||
apnic||ipv4|131.206.0.0|65536|20040201||
apnic||ipv4|131.217.0.0|65536|20040201||
apnic||ipv4|131.236.0.0|65536|20040201||
apnic||ipv4|131.242.0.0|65536|20040201||
apnic||ipv4|131.244.0.0|131072|20040201||
apnic||ipv4|131.248.0.0|65536|20040201||
apnic||ipv4|132.179.0.0|65536|20031201||
apnic||ipv4|132.181.0.0|65536|20031201||
apnic||ipv4|132.182.0.0|65536|20031201||
apnic||ipv4|132.222.0.0|65536|20031201||
apnic||ipv4|132.234.0.0|65536|20031201||
apnic||ipv4|134.007.0.0|65536|20031101||
apnic||ipv4|134.018.0.0|65536|20031101||
apnic||ipv4|134.075.0.0|65536|20031101||
apnic||ipv4|134.115.0.0|65536|20031101||
apnic||ipv4|134.144.0.0|65536|20031101||
apnic||ipv4|134.148.0.0|65536|20031101||
apnic||ipv4|134.159.0.0|65536|20031101||
apnic||ipv4|134.160.0.0|65536|20031101||
apnic||ipv4|134.178.0.0|65536|20031101||
apnic||ipv4|134.180.0.0|65536|20031101||
apnic||ipv4|134.196.0.0|65536|20031101||
apnic||ipv4|134.208.0.0|65536|20031101||
apnic||ipv4|134.211.0.0|65536|20031101||
apnic||ipv4|134.237.0.0|65536|20031101||
apnic||ipv4|136.153.0.0|65536|20040401||
apnic||ipv4|136.154.0.0|65536|20040401||
apnic||ipv4|136.186.0.0|131072|20040401||
apnic||ipv4|136.198.0.0|65536|20040401||
apnic||ipv4|137.068.0.0|65536|20040201||
apnic||ipv4|137.076.0.0|65536|20040201||
apnic||ipv4|137.092.0.0|65536|20040201||
apnic||ipv4|137.109.0.0|65536|20040201||
apnic||ipv4|137.111.0.0|65536|20040201||
apnic||ipv4|137.132.0.0|65536|20040201||
apnic||ipv4|137.147.0.0|65536|20040201||
apnic||ipv4|137.153.0.0|65536|20040201||
apnic||ipv4|137.154.0.0|65536|20040201||
apnic||ipv4|137.157.0.0|65536|20040201||
apnic||ipv4|137.166.0.0|65536|20040201||
apnic||ipv4|137.172.0.0|65536|20040201||
apnic||ipv4|137.189.0.0|65536|20040201||
apnic||ipv4|137.219.0.0|65536|20040201||
apnic||ipv4|138.007.0.0|65536|20031201||
apnic||ipv4|138.019.0.0|65536|20031201||
apnic||ipv4|138.024.0.0|131072|20031201||
apnic||ipv4|138.030.0.0|65536|20031201||
apnic||ipv4|138.044.0.0|65536|20031201||
apnic||ipv4|138.071.0.0|65536|20031201||
apnic||ipv4|138.075.0.0|65536|20031201||
apnic||ipv4|138.077.0.0|65536|20031201||
apnic||ipv4|138.079.0.0|65536|20031201||
apnic||ipv4|138.80.0.0|65536|20031201||
apnic||ipv4|138.101.0.0|65536|20031201||
apnic||ipv4|138.107.0.0|65536|20031201||
apnic||ipv4|138.130.0.0|65536|20031201||
apnic||ipv4|138.194.0.0|65536|20031201||
apnic||ipv4|138.211.0.0|65536|20031201||
apnic||ipv4|138.212.0.0|131072|20031201||
apnic||ipv4|138.217.0.0|65536|20031201||
apnic||ipv4|138.235.0.0|65536|20031201||
apnic||ipv4|138.243.0.0|65536|20031201||
apnic||ipv4|138.252.0.0|65536|20031201||
apnic||ipv4|139.044.0.0|65536|20040301||
apnic||ipv4|139.059.0.0|65536|20040301||
apnic||ipv4|139.080.0.0|65536|20040301||
apnic||ipv4|139.086.0.0|65536|20040301||
apnic||ipv4|139.130.0.0|65536|20040301||
apnic||ipv4|139.132.0.0|65536|20040301||
apnic||ipv4|139.134.0.0|65536|20040301||
apnic||ipv4|139.152.0.0|65536|20040301||
apnic||ipv4|139.154.0.0|65536|20040301||
apnic||ipv4|139.163.0.0|65536|20040301||
apnic||ipv4|139.168.0.0|65536|20040301||
apnic||ipv4|139.175.0.0|65536|20040301||
apnic||ipv4|139.188.0.0|65536|20040301||
apnic||ipv4|139.223.0.0|65536|20040301||
apnic||ipv4|139.230.0.0|65536|20040301||
apnic||ipv4|140.079.0.0|65536|20030701||
apnic||ipv4|140.081.0.0|65536|20030701||
apnic||ipv4|140.083.0.0|65536|20030701||
apnic||ipv4|140.092.0.0|65536|20030701||
apnic||ipv4|140.096.0.0|65536|20030701||
apnic||ipv4|140.109.0.0|65536|20030701||
apnic||ipv4|140.110.0.0|131072|20030701||
apnic||ipv4|140.112.0.0|1048576|20030701||
apnic||ipv4|140.128.0.0|524288|20030701||
apnic||ipv4|140.136.0.0|131072|20030701||
apnic||ipv4|140.138.0.0|65536|20030701||
apnic||ipv4|140.159.0.0|65536|20030701||
apnic||ipv4|140.168.0.0|65536|20030701||
apnic||ipv4|140.200.0.0|65536|20030701||
apnic||ipv4|140.253.0.0|65536|20030701||
apnic||ipv4|141.103.0.0|65536|20030401||
apnic||ipv4|141.120.0.0|65536|20030401||
apnic||ipv4|141.132.0.0|65536|20030401||
apnic||ipv4|141.168.0.0|65536|20030401||
apnic||ipv4|141.178.0.0|65536|20030401||
apnic||ipv4|141.223.0.0|65536|20030401||
apnic||ipv4|141.229.0.0|65536|20030401||
apnic||ipv4|141.243.0.0|65536|20030401||
apnic||ipv4|143.089.0.0|65536|20031101||
apnic||ipv4|143.90.0.0|65536|20031101||
apnic||ipv4|143.092.0.0|65536|20031101||
apnic||ipv4|143.094.0.0|65536|20031101||
apnic||ipv4|143.096.0.0|65536|20031101||
apnic||ipv4|143.119.0.0|65536|20031101||
apnic||ipv4|143.125.0.0|65536|20031101||
apnic||ipv4|143.136.0.0|65536|20031101||
apnic||ipv4|143.171.0.0|65536|20031101||
apnic||ipv4|143.174.0.0|65536|20031101||
apnic||ipv4|143.188.0.0|131072|20031101||
apnic||ipv4|143.201.0.0|65536|20031101||
apnic||ipv4|143.216.0.0|65536|20031101||
apnic||ipv4|143.218.0.0|65536|20031101||
apnic||ipv4|143.221.0.0|65536|20031101||
apnic||ipv4|143.238.0.0|65536|20031101||
apnic||ipv4|143.248.0.0|65536|20031101||
apnic||ipv4|143.253.0.0|65536|20031101||
apnic||ipv4|144.001.0.0|65536|20040101||
apnic||ipv4|144.006.0.0|65536|20040101||
apnic||ipv4|144.016.0.0|65536|20040101||
apnic||ipv4|144.053.0.0|65536|20040101||
apnic||ipv4|144.055.0.0|65536|20040101||
apnic||ipv4|144.066.0.0|65536|20040101||
apnic||ipv4|144.079.0.0|65536|20040101||
apnic||ipv4|144.097.0.0|65536|20040101||
apnic||ipv4|144.110.0.0|65536|20040101||
apnic||ipv4|144.120.0.0|65536|20040101||
apnic||ipv4|144.130.0.0|131072|20040101||
apnic||ipv4|144.132.0.0|262144|20040101||
apnic||ipv4|144.136.0.0|262144|20040101||
apnic||ipv4|144.140.0.0|65536|20040101||
apnic||ipv4|144.199.0.0|65536|20040101||
apnic||ipv4|144.205.0.0|65536|20040101||
apnic||ipv4|144.213.0.0|65536|20040101||
apnic||ipv4|144.214.0.0|65536|20040101||
apnic||ipv4|144.218.0.0|65536|20040101||
apnic||ipv4|146.011.0.0|65536|20040201||
apnic||ipv4|146.051.0.0|65536|20040201||
apnic||ipv4|146.056.0.0|65536|20040201||
apnic||ipv4|146.062.0.0|65536|20040201||
apnic||ipv4|146.116.0.0|131072|20040201||
apnic||ipv4|146.118.0.0|65536|20040201||
apnic||ipv4|146.144.0.0|65536|20040201||
apnic||ipv4|146.171.0.0|65536|20040201||
apnic||ipv4|146.178.0.0|65536|20040201||
apnic||ipv4|146.195.0.0|65536|20040201||
apnic||ipv4|146.196.0.0|65536|20040201||
apnic||ipv4|146.221.0.0|65536|20040201||
apnic||ipv4|147.006.0.0|65536|20031001||
apnic||ipv4|147.008.0.0|65536|20031001||
apnic||ipv4|147.010.0.0|65536|20031001||
apnic||ipv4|147.041.0.0|65536|20031001||
apnic||ipv4|147.043.0.0|65536|20031001||
apnic||ipv4|147.046.0.0|131072|20031001||
apnic||ipv4|147.066.0.0|65536|20031001||
apnic||ipv4|147.069.0.0|65536|20031001||
apnic||ipv4|147.076.0.0|65536|20031001||
apnic||ipv4|147.109.0.0|65536|20031001||
apnic||ipv4|147.132.0.0|65536|20031001||
apnic||ipv4|147.157.0.0|65536|20031001||
apnic||ipv4|147.158.0.0|65536|20031001||
apnic||ipv4|147.176.0.0|65536|20031001||
apnic||ipv4|147.200.0.0|65536|20031001||
apnic||ipv4|147.209.0.0|65536|20031001||
apnic||ipv4|147.211.0.0|65536|20031001||
apnic||ipv4|147.212.0.0|65536|20031001||
apnic||ipv4|148.145.0.0|65536|20031001||
apnic||ipv4|148.161.0.0|65536|20031001||
apnic||ipv4|148.182.0.0|65536|20031001||
apnic||ipv4|148.195.0.0|65536|20031001||
apnic||ipv4|149.135.0.0|65536|20031001||
apnic||ipv4|149.144.0.0|65536|20031001||
apnic||ipv4|149.167.0.0|65536|20031001||
apnic||ipv4|149.171.0.0|65536|20031001||
apnic||ipv4|149.176.0.0|65536|20031001||
apnic||ipv4|150.001.0.0|65536|20030401||
apnic||ipv4|150.2.0.0|131072|20030401||
apnic||ipv4|150.4.0.0|262144|20030401||
apnic||ipv4|150.8.0.0|524288|20030401||
apnic||ipv4|150.16.0.0|1048576|20030401||
apnic||ipv4|150.32.0.0|2097152|20030401||
apnic||ipv4|150.64.0.0|2097152|20030401||
apnic||ipv4|150.96.0.0|262144|20030401||
apnic||ipv4|150.100.0.0|131072|20030401||
apnic||ipv4|150.150.0.0|131072|20030401||
apnic||ipv4|150.173.0.0|65536|20030401||
apnic||ipv4|150.183.0.0|65536|20030401||
apnic||ipv4|150.191.0.0|65536|20030401||
apnic||ipv4|150.197.0.0|65536|20030401||
apnic||ipv4|150.203.0.0|65536|20030401||
apnic||ipv4|150.206.0.0|131072|20030401||
apnic||ipv4|150.229.0.0|65536|20030401||
apnic||ipv4|151.130.0.0|65536|20030401||
apnic||ipv4|151.158.0.0|65536|20030401||
apnic||ipv4|151.172.0.0|65536|20030401||
apnic||ipv4|151.178.0.0|65536|20030401||
apnic||ipv4|152.076.0.0|65536|20040301||
apnic||ipv4|152.083.0.0|65536|20040301||
apnic||ipv4|152.091.0.0|65536|20040301||
apnic||ipv4|152.098.0.0|131072|20040301||
apnic||ipv4|152.101.0.0|65536|20040301||
apnic||ipv4|152.102.0.0|131072|20040301||
apnic||ipv4|152.104.0.0|65536|20040301||
apnic||ipv4|152.118.0.0|65536|20040301||
apnic||ipv4|152.147.0.0|65536|20040301||
apnic||ipv4|152.149.0.0|65536|20040301||
apnic||ipv4|152.153.0.0|65536|20040301||
apnic||ipv4|152.226.0.0|65536|20040301||
apnic||ipv4|153.020.0.0|65536|20040301||
apnic||ipv4|153.107.0.0|65536|20040301||
apnic||ipv4|153.111.0.0|65536|20040301||
apnic||ipv4|154.010.0.0|65536|20030901||
apnic||ipv4|154.033.0.0|65536|20030901||
apnic||ipv4|154.34.0.0|65536|20030901||
apnic||ipv4|155.032.0.0|65536|20030901||
apnic||ipv4|155.059.0.0|65536|20030901||
apnic||ipv4|155.60.0.0|65536|20030901||
apnic||ipv4|155.069.0.0|65536|20030901||
apnic||ipv4|155.071.0.0|65536|20030901||
apnic||ipv4|155.143.0.0|65536|20030901||
apnic||ipv4|155.144.0.0|65536|20030901||
apnic||ipv4|155.160.0.0|65536|20030901||
apnic||ipv4|155.187.0.0|65536|20030901||
apnic||ipv4|155.205.0.0|65536|20030901||
apnic||ipv4|155.230.0.0|65536|20030901||
apnic||ipv4|156.013.0.0|65536|20040101||
apnic||ipv4|156.016.0.0|65536|20040101||
apnic||ipv4|156.022.0.0|65536|20040101||
apnic||ipv4|156.031.0.0|65536|20040101||
apnic||ipv4|156.050.0.0|65536|20040101||
apnic||ipv4|156.059.0.0|65536|20040101||
apnic||ipv4|156.062.0.0|65536|20040101||
apnic||ipv4|156.069.0.0|65536|20040101||
apnic||ipv4|156.147.0.0|65536|20040101||
apnic||ipv4|156.149.0.0|65536|20040101||
apnic||ipv4|157.001.0.0|65536|20040401||
apnic||ipv4|157.2.0.0|131072|20040401||
apnic||ipv4|157.4.0.0|262144|20040401||
apnic||ipv4|157.8.0.0|524288|20040401||
apnic||ipv4|157.16.0.0|262144|20040401||
apnic||ipv4|157.20.0.0|65536|20040401||
